kabupaten,province,year,temperature_mean_c,temperature_max_c,temperature_min_c,rainfall_mm_year,precip_hours_day,humidity_pct,sunshine_hrs_day,shortwave_radiation,et0_mm_day,vapour_pressure_def,wind_speed,soil_moisture_0_7cm,soil_moisture_7_28cm,soil_temperature,yield_ton_ha
Ciamis,Jawa Barat,2018,23.903287671232878,27.742191780821916,21.18849315068493,2466.0,10.123287671232877,86.98630136986301,9.140319885844749,16.79504109589041,3.311068493150685,1.1222465753424657,5.612328767123287,0.3457479452054794,0.3369424657534246,25.46849315068493,5.733
Ciamis,Jawa Barat,2019,24.171,28.3208,21.2868,2335.0,10.4493,86.0603,9.431,17.3586,3.47403,1.26227,5.6181,0.315868,0.303501,25.7411,5.404
Ciamis,Jawa Barat,2020,24.3598,27.847,21.9954,4617.0,14.9891,90.0792,8.2985,15.5965,3.05445,0.9265,5.0311,0.399268,0.396038,25.368,5.343
Ciamis,Jawa Barat,2021,24.3189,28.0688,21.7537,3746.0,13.2329,88.9945,8.3047,16.2601,3.20293,1.02589,4.997,0.383674,0.373307,25.3534,5.823
Ciamis,Jawa Barat,2022,24.0707,28.0323,21.4263,4156.3,11.7205,89.3233,7.8812,16.652,3.25296,0.99885,4.9844,0.396603,0.392915,25.1636,5.474
Ciamis,Jawa Barat,2023,24.2767,28.674,21.1126,2209.3,9.3096,85.7342,9.1552,18.2763,3.6526,1.33049,5.6033,0.313556,0.298677,25.6512,5.542
Ciamis,Jawa Barat,2024,24.629781420765028,29.056830601092894,21.704918032786885,3188.8,10.183060109289617,87.66666666666667,9.181074666059503,18.239562841530056,3.6207103825136615,1.2603825136612021,5.171857923497268,0.35204918032786886,0.34068032786885244,25.746174863387978,5.332
Ciamis,Jawa Barat,2025,24.293150684931508,29.216986301369865,21.436438356164384,3422.7,10.758904109589041,89.15616438356165,8.462105258751903,17.334739726027397,3.449890410958904,1.3746301369863014,4.6136986301369864,0.3872657534246575,0.38396712328767124,24.946027397260274,5.658
Cianjur,Jawa Barat,2018,24.024383561643834,28.702191780821916,20.27068493150685,1792.9,6.4301369863013695,78.03013698630137,9.743357496194825,18.96857534246575,3.9094246575342466,1.798931506849315,6.1265753424657525,0.3924246575342466,0.37624383561643837,26.064657534246578,5.588
Cianjur,Jawa Barat,2019,24.4063,29.4348,20.3581,2083.9,6.7671,76.9014,10.0823,20.1913,4.1834,2.00693,5.6153,0.3744,0.35951,26.5205,5.443
Cianjur,Jawa Barat,2020,23.9369,27.9303,20.721,3400.5,9.582,82.724,8.9887,17.8026,3.57992,1.37883,5.473,0.415852,0.399538,25.2109,5.472
Cianjur,Jawa Barat,2021,23.5301,27.5373,20.2995,3834.4,9.3397,83.7507,8.7991,17.979,3.56682,1.29616,5.5551,0.424395,0.412208,24.7268,5.388
Cianjur,Jawa Barat,2022,23.4378,27.5729,20.1808,2846.8,7.526,83.7096,8.8185,18.3891,3.6371,1.24726,6.0236,0.430953,0.419463,24.5997,5.333
Cianjur,Jawa Barat,2023,24.3942,29.3597,20.4685,1821.9,6.0575,77.4877,9.8241,20.2469,4.1891,1.92704,5.9723,0.372222,0.356375,26.1868,5.617
Cianjur,Jawa Barat,2024,24.587704918032788,29.432240437158473,20.898360655737704,2725.5,6.969945355191257,79.61748633879782,9.60429288099575,19.603551912568307,4.040628415300546,1.7760109289617485,5.9005464480874315,0.39586885245901643,0.3844344262295082,26.037431693989074,5.991
Cianjur,Jawa Barat,2025,23.843013698630138,28.958904109589042,20.338630136986303,3286.2,8.24931506849315,82.30684931506849,9.16343407153729,18.632383561643834,3.791452054794521,1.6914520547945204,5.863013698630137,0.4293917808219178,0.42501095890410956,24.581643835616436,5.824
Cilacap,Jawa Tengah,2018,25.86219178082192,27.884931506849316,23.976164383561642,1803.1,9.147945205479452,84.44657534246575,9.966005068493152,19.325342465753426,3.8685753424657534,0.982027397260274,12.244109589041097,0.19107397260273973,0.18663013698630138,27.908493150684933,6.397
Cilacap,Jawa Tengah,2019,25.7271,27.8318,23.8208,1599.7,8.3808,85.937,10.2702,20.1064,3.89216,0.97792,11.7329,0.160512,0.149849,28.3586,6.355
Cilacap,Jawa Tengah,2020,26.1724,28.0612,24.4645,3424.4,14.6913,87.4208,9.2047,17.7684,3.50795,0.79962,11.7046,0.258601,0.254126,27.2915,6.749
Cilacap,Jawa Tengah,2021,26.2247,28.3463,24.2937,2748.2,12.5342,85.7863,9.2455,18.3675,3.69173,0.9203,10.9852,0.228633,0.214164,27.5781,6.39
Cilacap,Jawa Tengah,2022,26.0167,28.3,24.0044,2842.1,12.0137,86.0849,9.0728,18.7279,3.7326,0.91729,9.9784,0.244762,0.235474,27.2699,6.232
Cilacap,Jawa Tengah,2023,26.0049,28.3252,23.8433,1449.6,7.4466,83.9452,10.0456,20.6137,4.09986,1.07132,11.7863,0.149378,0.138293,28.4326,6.452
Cilacap,Jawa Tengah,2024,26.61256830601093,29.062841530054644,24.503551912568305,2178.0,9.158469945355192,83.64754098360656,9.999750053126897,20.294972677595627,4.1725683060109295,1.1289890710382513,11.970491803278689,0.16379234972677595,0.14416120218579234,28.693169398907106,6.123
Cilacap,Jawa Tengah,2025,26.33671232876712,29.11068493150685,24.127123287671232,2884.0,11.542465753424658,84.72054794520548,9.38252703957382,19.16608219178082,3.9370684931506847,1.1902191780821918,10.072328767123288,0.2335671232876712,0.2401013698630137,27.145479452054797,6.026
Cirebon,Jawa Barat,2018,27.61123287671233,31.63917808219178,24.440273972602743,1502.0,4.298630136986302,72.23561643835616,10.412965677321157,19.91745205479452,4.91013698630137,2.1584657534246574,10.7986301369863,0.15922191780821918,0.16279452054794522,29.394520547945206,5.582
Cirebon,Jawa Barat,2019,27.8701,32.0904,24.5003,1833.0,5.0548,71.1699,10.53,20.3076,5.10526,2.29458,11.014,0.133573,0.123696,29.8501,5.731
Cirebon,Jawa Barat,2020,27.7516,31.4087,24.9202,2782.0,7.5246,76.3852,9.7645,18.5664,4.4694,1.90637,10.1462,0.180478,0.155891,29.068,5.972
Cirebon,Jawa Barat,2021,27.4173,31.2263,24.4323,2549.0,7.3205,77.3616,9.6938,18.6314,4.33542,1.90208,9.6825,0.17829,0.151447,28.7625,5.471
Cirebon,Jawa Barat,2022,27.1551,31.0058,24.2649,2249.4,6.4959,79.1096,9.6822,19.0315,4.25304,1.75247,8.6786,0.204603,0.189373,28.1964,5.827
Cirebon,Jawa Barat,2023,27.9751,32.6863,24.1499,1608.9,4.4904,71.126,10.4492,20.6286,5.00014,2.47858,9.7978,0.143649,0.11703,29.663,5.989
Cirebon,Jawa Barat,2024,28.227595628415298,32.777049180327865,24.55710382513661,2118.3,5.448087431693989,73.10655737704919,10.282655646630236,20.17912568306011,4.7978688524590165,2.3224863387978143,8.592896174863387,0.142724043715847,0.13631967213114754,29.88715846994536,6.045
Cirebon,Jawa Barat,2025,27.796438356164387,31.77972602739726,24.816986301369866,2404.8,6.597260273972603,75.63013698630137,9.770895129375951,19.199205479452054,4.364246575342466,2.0061917808219176,7.543287671232878,0.15967671232876712,0.17713972602739728,29.433972602739725,6.056
Demak,Jawa Tengah,2018,27.27890410958904,32.40849315068493,23.8813698630137,1947.5,6.326027397260274,74.88767123287671,9.976133432267885,19.742794520547946,4.512684931506849,2.472986301369863,8.241095890410959,0.3846383561643836,0.38525753424657533,28.621917808219177,6.116
Demak,Jawa Tengah,2019,27.5855,33.0104,23.9614,2207.5,6.8466,73.9205,10.1785,20.2758,4.6757,2.66929,7.9288,0.370351,0.362197,28.9405,6.247
Demak,Jawa Tengah,2020,27.173,31.7508,24.0418,2820.8,8.9399,80.6503,9.5906,18.9236,4.13842,2.01126,7.6085,0.421451,0.415691,27.9251,6.176
Demak,Jawa Tengah,2021,26.8633,31.5123,23.7545,2911.6,9.0685,81.2575,9.2602,18.5688,4.02899,1.98641,7.8104,0.424395,0.413271,27.5893,6.193
Demak,Jawa Tengah,2022,26.3452,31.0047,23.36,3041.1,8.1425,83.8548,9.0902,19.0029,3.98085,1.71241,7.4392,0.450181,0.446438,26.9778,5.964
Demak,Jawa Tengah,2023,27.3268,32.734,23.5805,1923.8,5.8027,75.926,10.1778,20.8235,4.67471,2.48184,8.1753,0.368293,0.386641,28.4518,5.692
Demak,Jawa Tengah,2024,27.337978142076505,32.52103825136612,23.837158469945354,2656.1,7.098360655737705,79.39071038251366,9.781590376442017,20.150136612021857,4.431120218579235,2.189153005464481,7.452732240437158,0.39031693989071037,0.40607377049180327,28.434426229508198,5.936
Demak,Jawa Tengah,2025,26.903835616438354,31.489315068493152,23.753424657534246,3141.6,8.386301369863014,81.43561643835616,9.329302237442922,19.29750684931507,4.176027397260274,1.8515068493150684,7.863835616438356,0.4158,0.4078739726027397,28.075068493150685,5.834
Garut,Jawa Barat,2018,22.2413698630137,26.57123287671233,18.865205479452055,2222.4,7.254794520547946,84.9041095890411,9.457760334855402,18.024602739726028,3.5437808219178084,1.2116164383561645,5.31068493150685,0.29541369863013694,0.2906,24.34931506849315,5.592
Garut,Jawa Barat,2019,22.4668,27.063,18.9041,2339.9,7.0521,83.7507,9.9365,19.2354,3.79479,1.34403,5.486,0.283937,0.282099,24.6567,5.59
Garut,Jawa Barat,2020,22.6929,26.3978,19.8585,4158.7,11.2322,88.4399,8.7972,16.5885,3.23366,0.96702,4.6022,0.359235,0.35456,23.9415,5.456
Garut,Jawa Barat,2021,22.4573,26.3236,19.3995,3750.7,9.8521,88.0137,8.7815,16.9732,3.29753,0.98584,4.551,0.3614,0.354811,23.6427,5.836
Garut,Jawa Barat,2022,22.3619,26.4652,19.1723,3466.9,9.3479,88.3205,8.4811,17.2984,3.35326,0.98523,4.549,0.376942,0.373521,23.5285,5.811
Garut,Jawa Barat,2023,22.6534,27.2504,18.983,2289.6,7.0712,84.6904,9.5374,19.1396,3.7894,1.31222,5.1932,0.296614,0.293712,24.5132,6.088
Garut,Jawa Barat,2024,23.123224043715847,27.680874316939892,19.602459016393443,2717.5,7.956284153005464,85.88524590163935,9.531354591681845,18.698469945355193,3.7146174863387977,1.2564754098360655,4.598907103825137,0.32231147540983607,0.3228497267759563,24.66393442622951,6.351
Garut,Jawa Barat,2025,22.805479452054794,28.027671232876713,19.253424657534246,3267.6,9.421917808219177,86.67671232876712,8.925149581430746,17.889232876712327,3.582575342465754,1.4306027397260273,4.1128767123287675,0.36373150684931504,0.36603287671232876,23.710684931506847,5.909
Gresik,Jawa Timur,2018,27.508767123287672,30.87123287671233,24.618356164383563,1209.5,4.912328767123288,75.89315068493151,10.279502602739726,20.1913698630137,4.531917808219179,1.9717808219178083,9.315890410958904,0.27978082191780823,0.28437808219178085,29.609863013698632,6.093
Gresik,Jawa Timur,2019,27.6553,31.1699,24.6145,1279.0,5.1233,75.4192,10.4284,20.6919,4.70447,2.07025,9.6392,0.259367,0.253797,29.9901,5.965
Gresik,Jawa Timur,2020,27.682,30.8779,25.0402,1871.8,7.3251,78.5738,9.8341,19.0688,4.27678,1.80503,9.3664,0.300385,0.292418,29.1967,6.084
Gresik,Jawa Timur,2021,27.3268,30.5578,24.7482,2028.3,7.2767,79.8575,9.6862,19.0008,4.13373,1.70055,9.0573,0.312403,0.305282,28.6427,6.184
Gresik,Jawa Timur,2022,26.9836,30.114,24.5049,2340.9,6.8301,81.7753,9.4912,18.9879,4.00789,1.49241,8.3753,0.340099,0.334562,28.2014,6.498
Gresik,Jawa Timur,2023,27.8858,32.1378,24.3616,1499.2,4.7397,74.3808,10.3334,20.809,4.76915,2.36641,8.9989,0.258036,0.248888,29.8668,6.305
Gresik,Jawa Timur,2024,28.251912568306015,33.00027322404372,24.570491803278685,1915.1,5.9316939890710385,74.44262295081967,10.049799225865211,20.161967213114753,4.683005464480875,2.487021857923497,8.146448087431693,0.24459016393442623,0.21656284153005464,30.30573770491803,6.085
Gresik,Jawa Timur,2025,27.53041095890411,32.12109589041096,24.22876712328767,2037.7,6.50958904109589,78.10684931506849,9.766206788432267,19.529890410958902,4.287479452054795,2.1656438356164385,6.9,0.2501506849315069,0.27783835616438357,29.144109589041097,6.058
Grobogan,Jawa Tengah,2018,26.689589041095893,31.913972602739726,23.133972602739725,2024.7,6.03013698630137,76.02191780821917,9.945466841704718,19.585479452054795,4.362164383561644,2.368657534246575,7.926027397260274,0.2874109589041096,0.28202191780821917,28.21972602739726,5.924
Grobogan,Jawa Tengah,2019,26.9942,32.5258,23.1663,2483.5,6.9151,75.2384,10.1247,20.1521,4.5191,2.56523,7.417,0.274438,0.264844,28.5066,5.672
Grobogan,Jawa Tengah,2020,26.5516,31.2437,23.4016,3207.0,8.9891,82.3825,9.54,18.6519,3.95992,1.89363,6.9516,0.338096,0.333568,27.3689,6.11
Grobogan,Jawa Tengah,2021,26.2142,30.9241,23.126,2972.8,8.7425,83.0767,9.2018,18.425,3.87773,1.82,7.2877,0.338307,0.329608,27.0236,6.037
Grobogan,Jawa Tengah,2022,25.883,30.7389,22.9115,3078.4,7.8877,84.3425,9.0469,18.9162,3.90329,1.6897,7.4189,0.358277,0.352827,26.6729,5.71
Grobogan,Jawa Tengah,2023,26.7756,32.2159,22.9633,1910.5,5.4658,76.6466,10.0806,20.7824,4.56816,2.38726,7.9173,0.283397,0.283436,28.0567,5.233
Grobogan,Jawa Tengah,2024,26.86693989071038,32.12459016393443,23.33005464480874,2675.1,7.0,79.83333333333333,9.755630229204614,20.176530054644807,4.360300546448087,2.1360109289617486,7.368306010928962,0.30695628415300547,0.30037704918032787,28.172677595628418,6.175
Grobogan,Jawa Tengah,2025,26.142739726027397,30.70027397260274,23.095342465753422,2941.0,7.950684931506849,83.57260273972602,9.355837404870623,19.32241095890411,4.004657534246576,1.664082191780822,7.263013698630137,0.34285753424657534,0.3358986301369863,27.274520547945208,5.937
Gunung Kidul,DI Yogyakarta,2018,24.791780821917808,29.026027397260275,21.80931506849315,1661.6,6.8273972602739725,82.48219178082192,9.666340738203958,18.224082191780823,3.831068493150685,1.5375616438356166,10.840821917808219,0.3826931506849315,0.3833013698630137,26.86219178082192,5.359
Gunung Kidul,DI Yogyakarta,2019,25.0899,29.8016,21.911,1957.9,6.4384,81.5096,10.0408,19.4013,4.14044,1.74696,10.9663,0.355268,0.343085,27.4682,4.06
Gunung Kidul,DI Yogyakarta,2020,25.174,29.1577,22.4074,2810.6,9.2732,85.3169,9.1289,17.3948,3.60131,1.36705,9.9776,0.422951,0.409481,26.6372,4.189
Gunung Kidul,DI Yogyakarta,2021,25.0455,29.1759,22.1742,2790.4,9.3918,84.9178,8.9962,17.4589,3.60532,1.41323,9.1556,0.421962,0.40646,26.5148,4.701
Gunung Kidul,DI Yogyakarta,2022,24.6978,28.6647,21.8879,3094.7,9.4904,86.2192,8.5205,17.3778,3.48359,1.20573,8.7397,0.452499,0.446734,25.9164,4.538
Gunung Kidul,DI Yogyakarta,2023,25.1203,29.7515,21.8718,1502.8,6.4192,81.537,9.9058,19.9299,4.18542,1.7057,10.7299,0.37097,0.358658,27.0433,4.596
Gunung Kidul,DI Yogyakarta,2024,25.4672131147541,29.974316939890713,22.363661202185792,2361.1,7.841530054644808,83.33879781420765,9.525979622040074,19.11937158469945,4.006174863387978,1.5971038251366119,9.780327868852458,0.4023087431693989,0.3859371584699453,27.085519125683057,3.761
Gunung Kidul,DI Yogyakarta,2025,24.99013698630137,29.3,22.11068493150685,2831.0,8.813698630136987,85.5123287671233,9.126845738203958,18.414876712328766,3.737698630136986,1.390986301369863,8.71945205479452,0.4079369863013698,0.40204383561643836,26.12684931506849,4.732
Indramayu,Jawa Barat,2018,27.773150684931508,31.52082191780822,24.56082191780822,1147.0,4.93972602739726,72.27123287671233,10.322724817351599,19.860602739726026,4.686,2.153041095890411,9.89890410958904,0.22757534246575342,0.21007397260273974,30.627397260273973,5.942
Indramayu,Jawa Barat,2019,27.9186,31.8586,24.4263,1192.9,5.2493,71.9753,10.569,20.5914,4.85973,2.24334,9.6499,0.190967,0.169589,30.9482,6.38
Indramayu,Jawa Barat,2020,27.906,31.4508,24.9096,1921.1,7.7432,76.4153,9.7319,18.7154,4.34762,1.95943,9.5811,0.246459,0.19524,30.2333,6.016
Indramayu,Jawa Barat,2021,27.514,31.1449,24.5307,1960.3,7.7151,77.6658,9.6311,18.6584,4.22205,1.89279,9.397,0.255622,0.2186,29.783,5.812
Indramayu,Jawa Barat,2022,27.4112,31.2923,24.337,1708.8,6.5753,77.8356,9.6281,19.166,4.26655,1.90104,8.8019,0.253145,0.212132,29.8332,6.042
Indramayu,Jawa Barat,2023,28.1537,32.7405,24.2978,1007.0,4.7123,71.3753,10.5053,20.8365,4.92792,2.53216,9.5595,0.206337,0.177422,31.146,6.18
Indramayu,Jawa Barat,2024,28.21967213114754,32.871038251366116,24.522677595628412,1948.1,6.008196721311475,74.74863387978142,10.232252542501517,20.25691256830601,4.7054371584699455,2.3591803278688523,8.47568306010929,0.25549453551912565,0.2375928961748634,30.352185792349726,6.574
Indramayu,Jawa Barat,2025,27.554794520547944,32.03671232876712,24.084657534246574,2523.0,7.082191780821918,78.07945205479452,9.763713774733638,19.313150684931507,4.3010684931506855,2.0915342465753426,7.505753424657534,0.26217808219178085,0.2417972602739726,29.19671232876712,6.611
Jember,Jawa Timur,2018,25.84794520547945,30.09095890410959,22.783835616438356,1917.7,8.528767123287672,81.53150684931506,9.60007889649924,17.72704109589041,3.704027397260274,1.599205479452055,5.749041095890411,0.29566849315068494,0.2747780821917808,27.89068493150685,5.504
Jember,Jawa Timur,2019,26.2008,30.8959,22.8745,1973.8,8.0658,80.589,9.9793,18.8714,4.00562,1.85795,5.7008,0.27123,0.249822,28.557,4.991
Jember,Jawa Timur,2020,26.353,30.577,23.4123,2379.1,9.7732,82.5027,9.55,17.7377,3.70601,1.62978,4.9331,0.295888,0.267325,28.1454,4.854
Jember,Jawa Timur,2021,25.9811,30.0959,23.0751,2377.6,9.5178,83.3836,9.1204,17.5008,3.61126,1.47827,5.1452,0.311855,0.293775,27.4819,4.964
Jember,Jawa Timur,2022,25.7764,29.9351,22.8852,3138.6,8.5589,84.2575,8.9875,18.052,3.66471,1.36066,4.9912,0.346641,0.325882,27.1858,5.126
Jember,Jawa Timur,2023,25.9715,30.5726,22.8345,1992.5,7.3507,81.7425,9.7541,19.3466,3.99595,1.66477,5.7085,0.292556,0.280345,27.4934,5.131
Jember,Jawa Timur,2024,26.280054644808743,30.908743169398907,23.252185792349724,2367.1,7.308743169398907,83.22131147540983,9.694252193381907,19.13606557377049,3.9519125683060112,1.6285792349726775,4.996448087431694,0.314879781420765,0.29711475409836063,27.544808743169398,5.191
Jember,Jawa Timur,2025,26.026575342465755,30.438904109589043,23.14438356164384,2662.6,7.5698630136986305,82.5123287671233,9.375699581430746,18.520027397260275,3.803698630136986,1.5874520547945203,4.146575342465753,0.33186027397260276,0.31842739726027397,26.97780821917808,5.017
Jepara,Jawa Tengah,2018,26.866849315068492,30.06931506849315,24.25041095890411,3318.0,8.03013698630137,76.41095890410959,10.09750692541857,19.878109589041095,4.442767123287671,1.7197534246575343,10.457260273972603,0.3952821917808219,0.3978931506849315,28.62109589041096,5.202
Jepara,Jawa Tengah,2019,27.2063,30.5855,24.3874,2720.5,7.5918,75.1397,10.2454,20.4544,4.61014,1.90545,9.7003,0.378827,0.372175,29.294,5.342
Jepara,Jawa Tengah,2020,27.0686,30.05,24.5986,3843.4,10.3197,80.2022,9.6026,18.9889,4.07481,1.55404,8.6423,0.419495,0.403393,28.3046,5.011
Jepara,Jawa Tengah,2021,26.6573,29.5899,24.2474,4233.2,10.5863,81.1726,9.4113,18.6036,3.94482,1.44175,9.2471,0.424545,0.411118,27.7482,4.819
Jepara,Jawa Tengah,2022,26.3879,29.2986,24.0929,3962.2,9.611,82.5068,9.2891,18.7409,3.89542,1.26148,9.249,0.451882,0.44363,27.1964,4.884
Jepara,Jawa Tengah,2023,27.1521,30.5992,24.354,2779.9,7.2575,75.6082,10.1976,20.6805,4.63282,1.83427,10.5833,0.380658,0.375159,28.5827,4.926
Jepara,Jawa Tengah,2024,27.191530054644808,30.473497267759562,24.62295081967213,3294.7,8.92896174863388,79.15300546448087,9.779065619307831,19.707349726775956,4.299617486338798,1.596530054644809,9.216120218579235,0.4162896174863388,0.4119453551912568,28.27540983606557,5.19
Jepara,Jawa Tengah,2025,26.575068493150685,29.837260273972603,24.146575342465752,3533.5,10.046575342465754,81.64109589041095,9.444869870624048,18.836986301369862,3.9464657534246577,1.4287671232876713,8.352054794520548,0.45682739726027394,0.45980821917808223,27.048493150684934,4.992
Jombang,Jawa Timur,2018,27.26684931506849,33.26164383561644,23.168767123287672,1875.6,4.865753424657535,73.74246575342465,9.997346910197868,19.621917808219177,4.497917808219178,2.7966301369863014,7.090958904109589,0.2549178082191781,0.24026027397260272,29.285479452054798,6.221
Jombang,Jawa Timur,2019,27.2189,33.3764,23.0189,2272.9,5.7205,75.0192,10.079,20.2029,4.53838,2.78918,6.3553,0.257551,0.251181,29.1778,6.132
Jombang,Jawa Timur,2020,27.035,32.4967,23.4464,3198.7,7.9617,80.1803,9.5558,18.8745,4.13079,2.27943,5.9609,0.291828,0.281831,28.3246,6.151
Jombang,Jawa Timur,2021,26.6753,32.1611,23.1364,3045.5,7.6521,81.2822,9.307,18.6549,4.04852,2.16526,6.2222,0.309052,0.298814,27.763,5.946
Jombang,Jawa Timur,2022,26.1427,31.6877,22.803,3713.3,7.2438,83.9425,8.9437,18.8743,3.96559,1.91381,5.9699,0.34103,0.331934,27.1025,6.142
Jombang,Jawa Timur,2023,26.9956,33.0532,22.9214,2045.4,5.0411,76.8411,9.9734,20.55,4.54759,2.57003,6.8033,0.273477,0.271474,28.3222,6.111
Jombang,Jawa Timur,2024,27.104371584699457,32.82978142076503,23.41994535519126,2980.1,6.1502732240437155,79.86065573770492,9.724587925015179,20.09691256830601,4.394289617486339,2.283825136612022,6.718852459016393,0.29983060109289617,0.29185245901639345,28.37896174863388,6.182
Jombang,Jawa Timur,2025,26.42876712328767,31.329863013698628,23.172602739726027,3086.5,6.7972602739726025,82.7972602739726,9.469590783866057,19.579123287671234,4.1372328767123285,1.7672054794520546,6.7194520547945205,0.31117808219178084,0.3252219178082192,27.662465753424655,6.19
Karanganyar,Jawa Tengah,2018,24.766301369863015,29.11013698630137,21.40821917808219,1761.1,6.164383561643835,74.66301369863014,9.918658036529681,18.86397260273973,4.093808219178082,1.826849315068493,9.213972602739727,0.38541095890410965,0.3882684931506849,26.738904109589043,6.203
Karanganyar,Jawa Tengah,2019,25.103,29.7923,21.3959,2869.5,7.1863,74.0712,10.044,19.3368,4.19688,2.04008,7.8016,0.383553,0.377811,27.3159,6.176
Karanganyar,Jawa Tengah,2020,24.879,28.7046,21.9178,3137.4,9.8743,80.1393,9.3721,18.0222,3.73369,1.49011,7.7325,0.434199,0.424107,26.0374,6.002
Karanganyar,Jawa Tengah,2021,24.4721,28.1356,21.6438,3440.3,9.5014,81.1068,9.0693,17.6436,3.61819,1.31899,8.3255,0.44291,0.439493,25.3266,5.986
Karanganyar,Jawa Tengah,2022,24.309,28.0392,21.58,3809.5,9.0932,81.7342,8.96,17.7155,3.59973,1.24915,8.5375,0.458751,0.454956,25.1466,6.068
Karanganyar,Jawa Tengah,2023,24.9984,29.5351,21.5126,2296.7,6.0466,75.2822,9.966,19.4903,4.21934,1.84997,9.3518,0.390036,0.395277,26.446,6.218
Karanganyar,Jawa Tengah,2024,25.239071038251367,29.512021857923497,22.0551912568306,2978.7,7.939890710382514,78.54918032786885,9.604528870673953,18.841120218579235,4.003415300546448,1.631639344262295,8.474863387978143,0.41516393442622945,0.41395355191256833,26.424043715846995,6.083
Karanganyar,Jawa Tengah,2025,24.57643835616438,28.665479452054793,21.85287671232877,2809.9,8.810958904109588,81.33972602739726,9.279704452054796,18.308082191780823,3.770027397260274,1.41013698630137,8.063287671232876,0.44118356164383565,0.43453424657534245,24.984931506849314,5.891
Karawang,Jawa Barat,2018,27.365753424657534,32.013698630136986,23.955068493150687,1822.6,6.134246575342465,76.40547945205479,10.048134847792998,18.64832876712329,4.178493150684932,2.1987671232876713,7.147945205479452,0.2896027397260274,0.27844657534246575,29.586027397260274,5.683
Karawang,Jawa Barat,2019,27.6479,32.6625,23.8718,1936.5,6.8274,75.8521,10.3353,19.3363,4.36096,2.40271,6.686,0.266814,0.22691,29.8778,6.016
Karawang,Jawa Barat,2020,27.3235,31.8038,24.1199,2830.8,9.1421,80.3525,9.263,17.2765,3.83295,1.99445,6.9044,0.311227,0.28876,28.7907,5.98
Karawang,Jawa Barat,2021,26.9041,31.3362,23.7252,2729.4,9.2712,81.3973,9.109,17.2882,3.74296,1.854,6.5893,0.318405,0.295512,28.2679,6.236
Karawang,Jawa Barat,2022,26.5707,31.3241,23.3827,2672.4,7.4849,82.9753,9.3169,18.2065,3.84126,1.77844,6.3781,0.341405,0.319312,27.9507,6.005
Karawang,Jawa Barat,2023,27.5937,32.9353,23.9041,2140.6,6.0658,76.5014,10.193,19.7348,4.41641,2.47258,6.9852,0.281499,0.261827,29.4345,5.987
Karawang,Jawa Barat,2024,27.863387978142075,32.97622950819672,24.441803278688525,2477.7,6.811475409836065,77.94262295081967,9.890184312386156,19.188551912568308,4.263087431693989,2.3591803278688523,6.785792349726775,0.2950163934426229,0.2746448087431694,29.594535519125685,5.689
Karawang,Jawa Barat,2025,27.096164383561646,31.553424657534247,24.170136986301372,2673.1,7.553424657534246,81.40273972602739,9.482471841704719,18.46246575342466,3.972958904109589,1.8584383561643836,7.167397260273972,0.27625753424657534,0.2755232876712329,28.214246575342468,5.906
Kebumen,Jawa Tengah,2018,25.761369863013698,29.05095890410959,22.996438356164386,2085.6,8.361643835616439,82.77260273972603,9.579291141552511,17.90884931506849,3.705260273972603,1.2848493150684932,8.23150684931507,0.2923753424657534,0.28275616438356166,27.5013698630137,5.742
Kebumen,Jawa Tengah,2019,25.9567,29.4836,23.126,2037.3,7.9753,82.5562,9.9135,18.9045,3.92296,1.4071,8.4847,0.260189,0.246447,27.9896,5.609
Kebumen,Jawa Tengah,2020,26.2167,29.3699,23.6462,3405.0,12.1721,85.6202,8.8086,16.8693,3.48484,1.16743,7.9426,0.325038,0.303153,27.3833,5.041
Kebumen,Jawa Tengah,2021,26.2233,29.5668,23.5238,3315.9,10.9534,84.0055,8.8913,17.2732,3.60222,1.28425,7.5389,0.305219,0.279197,27.4608,5.265
Kebumen,Jawa Tengah,2022,25.8225,29.2101,23.1518,3556.7,11.074,85.6219,8.6973,17.6616,3.57956,1.12668,7.011,0.352014,0.334263,26.8918,5.634
Kebumen,Jawa Tengah,2023,26.0159,29.7696,23.0104,1894.9,7.4904,82.2247,9.7886,19.5182,4.02937,1.43378,8.2074,0.266518,0.254312,27.6671,5.352
Kebumen,Jawa Tengah,2024,26.418852459016392,30.16912568306011,23.44945355191257,2884.7,8.989071038251366,83.39617486338798,9.624423337887068,19.008907103825138,3.954098360655738,1.4049180327868853,7.894262295081968,0.29361475409836063,0.2721584699453552,27.92021857923497,5.178
Kebumen,Jawa Tengah,2025,26.020273972602737,29.8413698630137,23.26904109589041,3273.8,10.295890410958904,85.03561643835616,9.014752754946727,18.151424657534246,3.7310410958904106,1.3181369863013699,7.014520547945206,0.3503315068493151,0.34154520547945205,26.97808219178082,5.465
Kediri,Jawa Timur,2018,26.35095890410959,31.061917808219178,23.2813698630137,1255.0,4.846575342465753,77.37534246575342,9.994038378995434,19.14742465753425,4.544082191780822,2.0325205479452055,14.391506849315068,0.24705205479452055,0.23927671232876713,28.353698630136986,5.94
Kediri,Jawa Timur,2019,26.563,31.7351,23.3255,1938.3,5.6137,77.2055,10.1462,19.9656,4.76337,2.20553,14.3482,0.24729,0.232011,28.6455,5.649
